URN,Local Authority name,Establisment name,Easting,Northing,Type of Establishment,Phase of education,NO2 g/m3 mean,Above limit,Parliamentary Constituences,Establishment Status,Close Date
130427,Barnet,Woodhouse College,526894,191882,Further Education,16 Plus,35.7,No,Finchley and Golders Green,Open,
133884,Wandsworth,Roehampton University,522005,174361,Higher Education Institutions,Not applicable,35.7,No,Putney,Open,
100741,Lewisham,Sydenham School,535005,172368,Community School,Secondary,35.7,No,Lewisham West and Penge,Open,
102642,Merton,Pelham Primary School,525429,170149,Community School,Primary,35.7,No,Wimbledon,Open,
102616,Kingston upon Thames,Park Hill School,519383,170103,Other Independent School,Not applicable,35.7,No,Richmond Park,Open,
136341,Hounslow,Lampton Academy,513439,176624,Academy Converter,Secondary,35.7,No,Feltham and Heston,Open,
102852,Redbridge,Woodford County High School,539868,191750,Community School,Secondary,35.7,No,Chingford and Woodford Green,Open,
100720,Richmond upon Thames,St Mary Magdalen's Catholic Primary School,520835,175871,Voluntary Aided School,Primary,35.7,No,"Lewisham, Deptford",Open,
100821,Brent,Oliver Goldsmith Primary School,520811,188560,Community School,Primary,35.6,No,Camberwell and Peckham,Open,
139834,Newham,East London Science School,538393,182765,Free Schools,Secondary,35.6,No,West Ham,Open,
100251,Hackney,Sir Thomas Abney School,533018,187474,Community School,Primary,35.6,No,Hackney North and Stoke Newington,Open,
101069,Merton,Willington School,524889,171025,Other Independent School,Not applicable,35.6,No,Wimbledon,Open,
138547,Greenwich,Charlton Park Academy,542173,177854,Academy Special Converter,Not applicable,35.6,No,Greenwich and Woolwich,Open,
131170,Hackney,Beis Aharon School,533185,187559,Other Independent School,Not applicable,35.6,No,Hackney North and Stoke Newington,Open,
100103,Greenwich,Newhaven Pupil Referral Unit,541731,175472,Pupil Referral Unit,Not applicable,35.6,No,Eltham,Open,
100193,Greenwich,St Ursula's Convent School,538590,177088,Voluntary Aided School,Secondary,35.6,No,Greenwich and Woolwich,Open,
101884,Ealing,North Primary School,512947,180576,Community School,Primary,35.6,No,"Ealing, Southall",Open,
131926,Newham,St Antony's RC Primary School,540527,184370,Voluntary Aided School,Primary,35.6,No,West Ham,Open,
135600,Brent,Ark Academy,519303,186588,Academy Sponsor Led,All Through,35.6,No,Brent North,Open,
141119,Croydon,St Mark's Church of England Primary Academy,534245,168413,Academy Sponsor Led,Primary,35.6,No,Croydon North,Open,
100732,Lewisham,Our Lady and St Philip Neri Roman Catholic Primary School,536259,171533,Voluntary Aided School,Primary,35.6,No,Lewisham West and Penge,Open,
133814,Newham,University of East London,543391,180748,Higher Education Institutions,Not applicable,35.6,No,East Ham,Open,
102053,Enfield,St Anne's Catholic High School for Girls,531090,192526,Voluntary Aided School,Secondary,35.6,No,"Enfield, Southgate",Open,
137088,Redbridge,The Palmer Catholic Academy,545277,187125,Academy Converter,Secondary,35.6,No,Ilford South,Open,
102515,Hounslow,The Smallberry Green Primary School,516226,176513,Community School,Primary,35.6,No,Brentford and Isleworth,Open,
101383,Barnet,St Martin's School,521427,192238,Other Independent School,Not applicable,35.6,No,Hendon,Open,
134585,Croydon,Al-Khair School,533084,166209,Other Independent School,Not applicable,35.6,No,Croydon Central,Open,
130425,Barnet,Barnet and Southgate College,524585,196408,Further Education,16 Plus,35.6,No,Chipping Barnet,Open,
101189,Barking and Dagenham,Eastbury Primary School,545822,184040,Community School,Primary,35.5,No,Barking,Closed,3/31/2016
103111,Waltham Forest,Hyland House School,538980,190144,Other Independent School,Not applicable,35.5,No,Tottenham,Open,
100275,Hackney,Simon Marks Jewish Primary School,533974,186970,Voluntary Aided School,Primary,35.5,No,Hackney North and Stoke Newington,Open,
101036,Wandsworth,Holy Ghost Catholic Primary School,528154,173676,Voluntary Aided School,Primary,35.5,No,Tooting,Open,
100997,Wandsworth,Beatrix Potter Primary School,526418,173238,Community School,Primary,35.5,No,Tooting,Open,
101026,Wandsworth,Sheringdale Primary School,524906,173501,Community School,Primary,35.5,No,Putney,Open,
100668,Lewisham,Chelwood Nursery School,536087,175107,LA Nursery School,Nursery,35.5,No,"Lewisham, Deptford",Open,
102710,Newham,Avenue Primary School,542245,185458,Community School,Primary,35.5,No,East Ham,Open,
100793,Southwark,Heber Primary School,533949,174413,Community School,Primary,35.5,No,Dulwich and West Norwood,Open,
102789,Newham,Grangewood Independent School,541632,184281,Other Independent School,Not applicable,35.5,No,East Ham,Open,
102127,Haringey,Ferry Lane Primary School,534658,189183,Community School,Primary,35.5,No,Tottenham,Open,
103030,Waltham Forest,Acacia Nursery,539513,186451,LA Nursery School,Nursery,35.5,No,Leyton and Wanstead,Open,
101311,Barnet,Sunnyfields Primary School,522591,189509,Community School,Primary,35.5,No,Hendon,Open,
133825,Kingston upon Thames,Kingston University,517796,168790,Higher Education Institutions,Not applicable,35.5,No,Kingston and Surbiton,Open,
140187,Merton,Benedict Primary School,527384,168662,Academy Sponsor Led,Primary,35.5,No,Mitcham and Morden,Open,
102033,Enfield,St James CofE Primary School,535271,197210,Voluntary Aided School,Primary,35.5,No,Enfield North,Open,
135086,Barnet,Akiva School,525517,190047,Voluntary Aided School,Primary,35.5,No,Finchley and Golders Green,Open,
101271,Barnet,Courtland School,521053,193499,Community School,Primary,35.5,No,Hendon,Open,
101007,Wandsworth,Fircroft Primary School,527649,172521,Community School,Primary,35.4,No,Tooting,Open,
101013,Wandsworth,Hotham Primary School,523675,175472,Community School,Primary,35.4,No,Putney,Open,
138801,Newham,Hafs Academy,538987,185161,Other Independent School,Not applicable,35.4,No,West Ham,Open,
102132,Haringey,St Aidan's Voluntary Controlled Primary School,531031,187951,Voluntary Controlled School,Primary,35.4,No,Hornsey and Wood Green,Open,
100753,Lewisham,Turnham Primary School,536124,175140,Foundation School,Primary,35.4,No,"Lewisham, Deptford",Open,
100719,Lewisham,All Saints' Church of England Primary School,539253,176405,Voluntary Aided School,Primary,35.4,No,Lewisham East,Open,
102921,Richmond upon Thames,The Queen's Church of England Primary School,519102,177063,Voluntary Aided School,Primary,35.4,No,Richmond Park,Open,
100303,Tower Hamlets,River House Montessori School,537643,179702,Other Independent School,Not applicable,35.4,No,Poplar and Limehouse,Open,
138272,Barnet,Rimon Jewish Primary School,524705,187020,Free Schools,Primary,35.4,No,Finchley and Golders Green,Open,
102545,Hounslow,Gunnersbury Catholic School,517147,178506,Voluntary Aided School,Secondary,35.4,No,Brentford and Isleworth,Open,
137388,Barnet,Christ's College Finchley,525672,189571,Academy Converter,Secondary,35.4,No,Finchley and Golders Green,Open,
100618,Lambeth,St Luke's Church of England Primary School,532197,171468,Voluntary Aided School,Primary,35.4,No,Dulwich and West Norwood,Open,
100711,Lewisham,Eliot Bank Primary School,534813,172681,Community School,Primary,35.4,No,Lewisham West and Penge,Open,
100115,Greenwich,Cherry Orchard Primary School,541222,177219,Community School,Primary,35.4,No,Greenwich and Woolwich,Open,
100574,Lambeth,Kingswood Primary School,532856,171503,Community School,Primary,35.4,No,Dulwich and West Norwood,Open,
140967,Croydon,Paxton Academy Sports and Science,531452,167793,Free Schools,Primary,35.4,No,Croydon North,Open,
102611,Kingston upon Thames,Surbiton High School,518037,168093,Other Independent School,Not applicable,35.4,No,Kingston and Surbiton,Open,
102944,Richmond upon Thames,Unicorn School,518813,176672,Other Independent School,Not applicable,35.4,No,Richmond Park,Open,
102506,Hounslow,Worple Primary School,516484,175406,Community School,Primary,35.4,No,Brentford and Isleworth,Open,
137959,Croydon,St James the Great RC Primary and Nursery School,531853,169172,Academy Converter,Primary,35.4,No,Croydon North,Open,
140208,Croydon,Harris Primary Academy Haling Park,532655,163924,Academy Sponsor Led,Primary,35.4,No,Croydon South,Open,
141963,Richmond upon Thames,Turing House School,515482,170955,Free Schools,Secondary,35.4,No,Twickenham,Open,
137995,Hounslow,St Mark's Catholic School,513010,175635,Academy Converter,Secondary,35.4,No,Feltham and Heston,Open,
103004,Sutton,All Saints Carshalton Church of England Primary School,528271,164496,Voluntary Aided School,Primary,35.4,No,Carshalton and Wallington,Open,
131830,Barnet,Susi Earnshaw Theatre School,524619,196472,Other Independent School,Not applicable,35.4,No,Chipping Barnet,Open,
102527,Hounslow,St Lawrence RC Primary School,510644,173014,Voluntary Aided School,Primary,35.4,No,Feltham and Heston,Open,
102554,Hounslow,Marjory Kinnon School,509157,174531,Community Special School,Not applicable,35.4,No,Feltham and Heston,Open,
102110,Haringey,South Harringay Junior School,531592,188526,Community School,Primary,35.3,No,Tottenham,Open,
100062,Camden,St Margaret's School,525551,185876,Other Independent School,Not applicable,35.3,No,Hampstead and Kilburn,Open,
131121,Barnet,Talmud Torah Tiferes Shlomoh,524148,187733,Other Independent School,Not applicable,35.3,No,Finchley and Golders Green,Open,
140138,Southwark,Newlands Academy,535594,175114,Academy Special Converter,Not applicable,35.3,No,Camberwell and Peckham,Open,
102722,Newham,Woodgrange Infant School,540770,185541,Community School,Primary,35.3,No,West Ham,Open,
102762,Newham,Vicarage Primary School,543049,182891,Community School,Primary,35.3,No,East Ham,Open,
100687,Lewisham,Brindishe Green School,538752,174369,Community School,Primary,35.3,No,"Lewisham, Deptford",Open,
100011,Camden,Brookfield Primary School,528706,186594,Community School,Primary,35.3,No,Holborn and St Pancras,Open,
137502,Barnet,Peninim,523748,188821,Other Independent School,Not applicable,35.3,No,Hendon,Open,
102752,Newham,Colegrave Primary School,538884,185166,Community School,Primary,35.3,No,West Ham,Open,
102706,Newham,Oliver Thomas Nursery School,543287,183080,LA Nursery School,Nursery,35.3,No,East Ham,Open,
102757,Newham,Scott Wilkie Primary School,541491,181453,Community School,Primary,35.3,No,West Ham,Open,
133247,Croydon,Hillcrest,532870,170843,Miscellaneous,Not applicable,35.3,No,Croydon North,Open,
101008,Wandsworth,Franciscan Primary School,528020,171453,Community School,Primary,35.3,No,Tooting,Open,
130456,Waltham Forest,Waltham Forest College,537933,189920,Further Education,16 Plus,35.3,No,Walthamstow,Open,
101290,Barnet,Manorside Primary School,526076,190672,Community School,Primary,35.3,No,Finchley and Golders Green,Open,
101831,Croydon,Elmhurst School,532896,164358,Other Independent School,Not applicable,35.3,No,Croydon South,Open,
141178,Barking and Dagenham,The Warren School,548476,188616,Academy Sponsor Led,Secondary,35.3,No,Dagenham and Rainham,Open,
138598,Harrow,Harrow Primary School,516173,188107,Other Independent School,Not applicable,35.3,No,Harrow West,Open,
139558,Barnet,Finches School,525470,190087,Other Independent Special School,Not applicable,35.2,No,Finchley and Golders Green,Closed,11/30/2016
102784,Newham,Eastlea Community School,539444,182328,Community School,Secondary,35.2,No,West Ham,Open,
100242,Hackney,Southwold Primary School,535010,186746,Community School,Primary,35.2,No,Hackney North and Stoke Newington,Open,
100710,Lewisham,Fairlawn Primary School,535292,173813,Community School,Primary,35.2,No,Lewisham West and Penge,Open,
100125,Greenwich,Fossdene Primary School,540841,178110,Community School,Primary,35.2,No,Greenwich and Woolwich,Open,
131201,Hounslow,The Woodbridge Park Education Service,515783,176760,Pupil Referral Unit,Not applicable,35.2,No,Brentford and Isleworth,Open,
133223,Lewisham,Allenby Tutorial Trust,535847,173422,Miscellaneous,Not applicable,35.2,No,"Lewisham, Deptford",Open,
102500,Hounslow,Spring Grove Primary School,514791,176242,Community School,Primary,35.2,No,Brentford and Isleworth,Open,
137539,Barnet,Hasmonean High School,523775,190136,Academy Converter,Secondary,35.2,No,Finchley and Golders Green,Open,
102871,Redbridge,Snaresbrook Preparatory School,540224,190025,Other Independent School,Not applicable,35.2,No,Chingford and Woodford Green,Open,
131310,Ealing,Elthorne Park High School,516042,179215,Community School,Secondary,35.2,No,"Ealing, Southall",Open,
100166,Greenwich,"Christ Church Church of England Primary School, Shooters Hill",543236,176562,Voluntary Aided School,Primary,35.2,No,Eltham,Open,
101258,Barnet,Barnfield Primary School,520286,190526,Community School,Primary,35.2,No,Hendon,Open,
133741,Sutton,Link Primary School,530353,164868,Non-Maintained Special School,Not applicable,35.2,No,Carshalton and Wallington,Open,
102936,Richmond upon Thames,St Catherine's School,516026,172811,Other Independent School,Not applicable,35.2,No,Twickenham,Open,
133742,Sutton,Link Secondary School,530662,164879,Non-Maintained Special School,Not applicable,35.2,No,Carshalton and Wallington,Open,
132813,Newham,Kaizen Primary School,540673,182308,Community School,Primary,35.1,No,West Ham,Closed,10/31/2016
100791,Newham,Grange Primary School,540020,182582,Community School,Primary,35.1,No,Bermondsey and Old Southwark,Open,
139687,Wandsworth,Mosaic Jewish Primary School,523569,172616,Free Schools,Primary,35.1,No,Putney,Open,
134003,Merton,St Mark's Church of England Academy,528471,169091,Academy Sponsor Led,Secondary,35.1,No,Mitcham and Morden,Open,
100298,Hackney,Talmud Torah Bobov Primary School,533958,187920,Other Independent School,Not applicable,35.1,No,Hackney North and Stoke Newington,Open,
136015,Hackney,Bnos Zion of Bobov,533941,188042,Other Independent School,Not applicable,35.1,No,Hackney North and Stoke Newington,Open,
101538,Brent,Our Lady of Grace Catholic Junior School,522589,186206,Voluntary Aided School,Primary,35.1,No,Brent Central,Open,
133876,Greenwich,University of Greenwich,538695,178060,Higher Education Institutions,Not applicable,35.1,No,Greenwich and Woolwich,Open,
102718,Newham,Earlham Primary School,539975,185050,Community School,Primary,35.1,No,West Ham,Open,
100991,Wandsworth,Eastwood Nursery School,521997,174014,LA Nursery School,Nursery,35.1,No,Putney,Open,
139723,Waltham Forest,Riverley Primary School,537412,187139,Academy Sponsor Led,Primary,35.1,No,Leyton and Wanstead,Open,
101888,Ealing,Hobbayne Primary School,515486,181074,Community School,Primary,35.1,No,Ealing North,Open,
133517,Waltham Forest,Noor Ul Islam Primary School,538314,186822,Other Independent School,Not applicable,35.1,No,Leyton and Wanstead,Open,
139678,Bromley,Harris Primary Academy Kent House,535805,169952,Academy Sponsor Led,Primary,35.1,No,Lewisham West and Penge,Open,
101953,Ealing,The Sybil Elgar School,512886,179153,Other Independent Special School,Not applicable,35.1,No,"Ealing, Southall",Open,
101704,Croydon,Purley Nursery School,531478,161952,LA Nursery School,Nursery,35.1,No,Croydon South,Open,
102531,Hounslow,St Michael and St Martin RC Primary School,512686,175478,Voluntary Aided School,Primary,35.1,No,Feltham and Heston,Open,
103080,Waltham Forest,Buxton School,539733,186151,Foundation School,All Through,35,No,Leyton and Wanstead,Open,
130918,Southwark,Bessemer Grange Primary School,533015,175043,Community School,Primary,35,No,Camberwell and Peckham,Open,
100223,Hackney,Daubeney Primary School,536126,185583,Community School,Primary,35,No,Hackney South and Shoreditch,Open,
100796,Southwark,Ivydale Primary School,535830,175214,Community School,Primary,35,No,Camberwell and Peckham,Open,
102783,Newham,The Cumberland School,541221,182249,Community School,Secondary,35,No,West Ham,Open,
100253,Hackney,Jubilee Primary School,534149,187016,Community School,Primary,35,No,Hackney North and Stoke Newington,Open,
101524,Brent,Mitchell Brook Primary School,521012,184771,Community School,Primary,35,No,Brent Central,Open,
100301,Hackney,Paragon Christian Academy,535773,185881,Other Independent School,Not applicable,35,No,Hackney South and Shoreditch,Open,
100648,Lambeth,Streatham and Clapham High School,529515,172342,Other Independent School,Not applicable,35,No,Streatham,Open,
103048,Waltham Forest,Newport School,538459,186807,Community School,Primary,35,No,Leyton and Wanstead,Open,
134919,Newham,New Directions,543405,180053,Pupil Referral Unit,Not applicable,35,No,East Ham,Open,
101262,Barnet,Brookland Junior School,525598,189486,Community School,Primary,35,No,Finchley and Golders Green,Open,
101263,Barnet,Brookland Infant and Nursery School,525598,189486,Community School,Primary,35,No,Finchley and Golders Green,Open,
102040,Enfield,Our Lady of Lourdes Catholic Primary School,529136,192398,Voluntary Aided School,Primary,35,No,"Enfield, Southgate",Open,
142379,Croydon,The Crescent Primary School,532880,167289,Academy Converter,Primary,35,No,Croydon North,Open,
136402,Barnet,Beit Shvidler Primary School,519756,192430,Voluntary Aided School,Primary,35,No,Hendon,Open,
101900,Ealing,Havelock Primary School,512898,179250,Community School,Primary,35,No,"Ealing, Southall",Open,
100201,Greenwich,St Olave's Preparatory School,543704,172762,Other Independent School,Not applicable,35,No,Eltham,Open,
140387,Hillingdon,John Locke Academy,506148,183623,Academy Sponsor Led,Primary,35,No,Uxbridge and South Ruislip,Open,
108892,Wandsworth,Wandsworth Hospital and Home Tuition Service,526753,171243,Pupil Referral Unit,Not applicable,35,No,Tooting,Open,
132711,Southwark,Harris Girls' Academy East Dulwich,535230,174963,Academy Sponsor Led,Secondary,34.9,No,Camberwell and Peckham,Open,
101507,Brent,Malorees Infant School,523968,184019,Community School,Primary,34.9,No,Hampstead and Kilburn,Open,
100608,Lambeth,Streatham Wells Primary School,531042,172902,Community School,Primary,34.9,No,Streatham,Open,
101949,Wandsworth,The Falcons School for Girls,522788,175148,Other Independent School,Not applicable,34.9,No,Putney,Open,
101057,Wandsworth,Hillbrook School,528119,171797,Foundation School,Primary,34.9,No,Tooting,Open,
134932,Richmond upon Thames,Kew Green Preparatory School,518820,177707,Other Independent School,Not applicable,34.9,No,Richmond Park,Open,
100244,Hackney,Tyssen Community Primary School,534111,187372,Community School,Primary,34.9,No,Hackney North and Stoke Newington,Open,
102006,Enfield,Tottenhall Infant School,531249,191940,Community School,Primary,34.9,No,"Enfield, Southgate",Open,
140665,Haringey,Octagon Ap Academy,530665,190898,Academy Alternative Provision Sponsor Led,Not applicable,34.9,No,Hornsey and Wood Green,Open,
101016,Wandsworth,Penwortham Primary School,528964,170848,Community School,Primary,34.9,No,Tooting,Open,
100624,Lambeth,Norwood School,532224,171065,Community School,Secondary,34.9,No,Dulwich and West Norwood,Open,
102690,Merton,Wimbledon Common Preparatory School,523649,170469,Other Independent School,Not applicable,34.9,No,Wimbledon,Open,
140840,Croydon,Broadmead Primary Academy,532913,167136,Academy Sponsor Led,Primary,34.9,No,Croydon North,Open,
141247,Enfield,Focus 1st Academy,529291,192431,Other Independent School,Not applicable,34.9,No,"Enfield, Southgate",Open,
102560,Kingston upon Thames,Surbiton Children's Centre Nursery,518730,167058,LA Nursery School,Nursery,34.9,No,Kingston and Surbiton,Open,
103025,Sutton,Sherwood Park School,529824,165077,Community Special School,Not applicable,34.9,No,Carshalton and Wallington,Open,
100263,Richmond upon Thames,Holy Trinity Church of England Primary School,519243,175207,Voluntary Aided School,Primary,34.8,No,Hackney North and Stoke Newington,Open,
132253,Haringey,Seven Sisters Primary School,532970,188826,Community School,Primary,34.8,No,Tottenham,Open,
102168,Haringey,Sunrise Primary School,534054,191565,Other Independent School,Not applicable,34.8,No,Tottenham,Open,
100160,Greenwich,Nightingale Primary School,543887,178056,Community School,Primary,34.8,No,Greenwich and Woolwich,Open,
102178,Haringey,Riverside School,531884,191354,Community Special School,Not applicable,34.8,No,Hornsey and Wood Green,Open,
100289,Hackney,Talmud Torah Yetev Lev,534258,187015,Other Independent School,Not applicable,34.8,No,Hackney North and Stoke Newington,Open,
101019,Wandsworth,Sellincourt Primary School,527435,170988,Community School,Primary,34.8,No,Tooting,Open,
102644,Merton,Poplar Primary School,525305,168616,Community School,Primary,34.8,No,Wimbledon,Open,
101572,Brent,St Nicholas School,520260,186843,Other Independent School,Not applicable,34.8,No,Brent Central,Open,
140648,Bromley,St John's Church of England Primary School,535339,170261,Academy Sponsor Led,Primary,34.8,No,Lewisham West and Penge,Open,
137940,Hounslow,Isleworth and Syon School for Boys,515270,177040,Academy Converter,Secondary,34.8,No,Brentford and Isleworth,Open,
101860,Ealing,Grove House Children Centre,513041,180542,LA Nursery School,Nursery,34.8,No,"Ealing, Southall",Open,
102546,Hounslow,Ashton House School,514928,176697,Other Independent School,Not applicable,34.8,No,Brentford and Isleworth,Open,
102994,Sutton,St Mary's RC Junior School,527711,164439,Voluntary Aided School,Primary,34.8,No,Carshalton and Wallington,Open,
130958,Enfield,Russet House School,534522,197759,Community Special School,Not applicable,34.8,No,Enfield North,Open,
100172,Merton,St Mary's Catholic Primary School,525218,170279,Voluntary Aided School,Primary,34.8,No,Eltham,Open,
101128,Newham,St Edward's Catholic Primary School,541402,183516,Voluntary Aided School,Primary,34.7,No,Cities of London and Westminster,Open,
139594,Barnet,The Archer Academy,527123,189078,Free Schools,Secondary,34.7,No,Finchley and Golders Green,Open,
141082,Newham,Oasis Academy Silvertown,540694,180333,Free Schools,Secondary,34.7,No,East Ham,Open,
136669,Newham,Brampton Manor Academy,541769,182383,Academy Converter,Secondary,34.7,No,East Ham,Open,
101053,Wandsworth,Ernest Bevin College,527431,172548,Community School,Secondary,34.7,No,Tooting,Open,
101554,Brent,Malorees Junior School,523903,184046,Foundation School,Primary,34.7,No,Hampstead and Kilburn,Open,
102787,Newham,St Bonaventure's RC School,540513,184161,Voluntary Aided School,Secondary,34.7,No,West Ham,Open,
100757,Lewisham,Sydenham High School GDST,534676,171482,Other Independent School,Not applicable,34.7,No,Lewisham West and Penge,Open,
130416,Lewisham,Christ The King Sixth Form College,538842,175760,Further Education,16 Plus,34.7,No,Lewisham East,Open,
132066,Greenwich,Greenwich Steiner School,540176,177619,Other Independent School,Not applicable,34.7,No,Greenwich and Woolwich,Open,
101588,Bromley,Bromley Road Primary School,537570,169614,Community School,Primary,34.7,No,Beckenham,Open,
102929,Richmond upon Thames,Christ's Church of England Comprehensive Secondary School,519020,174697,Voluntary Aided School,Secondary,34.7,No,Richmond Park,Open,
101928,Ealing,Villiers High School,512936,180128,Foundation School,Secondary,34.7,No,"Ealing, Southall",Open,
131013,Redbridge,Highlands Primary School,542552,187390,Community School,Primary,34.7,No,Ilford South,Open,
131899,Barnet,Kisharon College,523412,189671,Miscellaneous,Not applicable,34.7,No,Hendon,Open,
101376,Barnet,Mathilda Marks-Kennedy Jewish Primary School,520922,192197,Voluntary Aided School,Primary,34.7,No,Hendon,Open,
133620,Barnet,The Northgate School,519772,191079,Miscellaneous,Not applicable,34.7,No,Hendon,Open,
133749,Barnet,Northgate School,519772,191079,Pupil Referral Unit,Not applicable,34.7,No,Hendon,Open,
102864,Redbridge,St Aubyn's School,539763,191276,Other Independent School,Not applicable,34.7,No,Chingford and Woodford Green,Open,
136798,Sutton,Wallington County Grammar School,528934,164954,Academy Converter,Secondary,34.7,No,Carshalton and Wallington,Open,
141055,Hillingdon,Hillingdon Primary School,507561,182530,Academy Converter,Primary,34.7,No,Uxbridge and South Ruislip,Open,
135831,Hounslow,Bedfont Primary School,509086,174388,Community School,Primary,34.7,No,Feltham and Heston,Open,
103042,Waltham Forest,Davies Lane Primary School,539547,186984,Community School,Primary,34.6,No,Leyton and Wanstead,Closed,8/31/2016
103098,Waltham Forest,Norlington School for Boys,538589,187271,Community School,Secondary,34.6,No,Leyton and Wanstead,Closed,8/31/2016
100720,Lewisham,St Mary Magdalen's Catholic Primary School,536414,175169,Voluntary Aided School,Primary,34.6,No,"Lewisham, Deptford",Open,
102078,Haringey,Belmont Junior School,532117,189860,Community School,Primary,34.6,No,Tottenham,Open,
102079,Haringey,Belmont Infant School,532117,189860,Community School,Primary,34.6,No,Tottenham,Open,
101870,Ealing,North Ealing Primary School,516812,182139,Community School,Primary,34.6,No,Ealing North,Open,
101388,Barnet,Beth Jacob Grammar School for Girls,523564,189090,Other Independent School,Not applicable,34.6,No,Hendon,Open,
126620,Redbridge,Apex Primary School,543272,186890,Other Independent School,Not applicable,34.6,No,Ilford South,Open,
103044,Waltham Forest,Downsell Primary School,538836,185859,Community School,Primary,34.6,No,Leyton and Wanstead,Open,
101004,Wandsworth,Eardley School,529388,170794,Foundation School,Primary,34.6,No,Tooting,Open,
137221,Ealing,Drayton Manor High School,515577,180978,Academy Converter,Secondary,34.6,No,Ealing North,Open,
103070,Waltham Forest,Henry Maynard Primary School,538297,188936,Community School,Primary,34.6,No,Walthamstow,Open,
103077,Waltham Forest,Mission Grove Primary School,536596,188984,Community School,Primary,34.6,No,Walthamstow,Open,
102933,Richmond upon Thames,The Mall School,514845,172213,Other Independent School,Not applicable,34.6,No,Twickenham,Open,
102669,Merton,St Teresa's Catholic Primary School,526614,167197,Voluntary Aided School,Primary,34.6,No,Mitcham and Morden,Open,
103103,Waltham Forest,Walthamstow School for Girls,537693,189250,Community School,Secondary,34.6,No,Walthamstow,Open,
137114,Croydon,Ark Oval Primary Academy,533053,166054,Academy Sponsor Led,Primary,34.6,No,Croydon Central,Open,
100725,Lewisham,St Augustine's Catholic Primary School and Nursery,537997,171320,Voluntary Aided School,Primary,34.6,No,Lewisham West and Penge,Open,
121792,Hackney,Springfield Community Primary School,534184,188188,Community School,Primary,34.5,No,Hackney North and Stoke Newington,Open,
139703,Newham,Chobham Academy,538285,185196,Academy Sponsor Led,All Through,34.5,No,West Ham,Open,
101341,Barnet,Menorah Primary School,524350,187703,Voluntary Aided School,Primary,34.5,No,Finchley and Golders Green,Open,
102136,Haringey,St James' CofE Primary School,528330,189117,Voluntary Aided School,Primary,34.5,No,Hornsey and Wood Green,Open,
102730,Newham,Maryland Primary School,539321,185350,Community School,Primary,34.5,No,West Ham,Open,
102148,Haringey,St Peter-in-Chains RC Infant School,530431,188047,Voluntary Aided School,Primary,34.5,No,Hornsey and Wood Green,Open,
100690,Lewisham,Kelvin Grove Primary School,534761,172179,Community School,Primary,34.5,No,Lewisham West and Penge,Open,
102636,Merton,Lonesome Primary School,528779,169447,Community School,Primary,34.5,No,Mitcham and Morden,Open,
137569,Ealing,The Holy Family Catholic Primary School,519197,181676,Voluntary Aided School,Primary,34.5,No,Ealing Central and Acton,Open,
102758,Newham,Calverton Primary School,541781,181109,Community School,Primary,34.5,No,West Ham,Open,
140907,Lambeth,Park Campus Academy,532327,171620,Academy Alternative Provision Converter,Not applicable,34.5,No,Dulwich and West Norwood,Open,
137745,Haringey,Woodside High School,531614,191115,Academy Converter,Secondary,34.5,No,Hornsey and Wood Green,Open,
101546,Brent,St Joseph's RC Infant School,518816,185048,Voluntary Aided School,Primary,34.5,No,Brent North,Open,
101546,Croydon,St Joseph's RC Infant School,532253,170945,Voluntary Aided School,Primary,34.5,No,Brent North,Open,
101064,Wandsworth,Ibstock Place School,521520,174288,Other Independent School,Not applicable,34.5,No,Putney,Open,
131097,Kingston upon Thames,Fern Hill Primary School,518141,170709,Community School,Primary,34.5,No,Richmond Park,Open,
138384,Bromley,Kings London,536705,169465,Other Independent School,Not applicable,34.5,No,Lewisham West and Penge,Open,
100052,Camden,Hampstead School,524402,185633,Community School,Secondary,34.4,No,Hampstead and Kilburn,Open,
101520,Brent,Donnington Primary School,522602,184026,Community School,Primary,34.4,No,Brent Central,Open,
135264,Lewisham,St Matthew Academy,539032,175812,Academy Sponsor Led,All Through,34.4,No,Lewisham East,Open,
101947,Ealing,St Benedict's School,517571,181576,Other Independent School,Not applicable,34.4,No,Ealing Central and Acton,Open,
101281,Barnet,Garden Suburb Junior School,524978,188877,Community School,Primary,34.4,No,Finchley and Golders Green,Open,
101282,Barnet,Garden Suburb Infant School,524978,188877,Community School,Primary,34.4,No,Finchley and Golders Green,Open,
100717,Lewisham,Brindishe Lee School,539672,174662,Community School,Primary,34.4,No,Lewisham East,Open,
102841,Redbridge,Wanstead Church School,540388,188596,Voluntary Aided School,Primary,34.4,No,Leyton and Wanstead,Open,
102026,Enfield,St Michael at Bowes CofE Junior School,531297,191945,Voluntary Aided School,Primary,34.4,No,"Enfield, Southgate",Open,
100766,Lewisham,Watergate School,537621,171451,Foundation Special School,Not applicable,34.4,No,Lewisham West and Penge,Open,
137303,Barnet,Independent Jewish Day School,523787,188927,Academy Converter,Primary,34.4,No,Hendon,Open,
102646,Merton,The Sherwood School,529391,168221,Community School,Primary,34.4,No,Mitcham and Morden,Open,
137018,Richmond upon Thames,Radnor House,515956,172690,Other Independent School,Not applicable,34.4,No,Twickenham,Open,
102014,Enfield,Southbury Primary School,535099,196350,Community School,Primary,34.4,No,Edmonton,Open,
102558,Hounslow,The Cedars Primary School,510424,177311,Community Special School,Not applicable,34.4,No,Feltham and Heston,Open,
